item,title,description,img_url,product_url,latitude,longitude,price,delivery,dates,extended_attributes,seller_names,new_row,search_term
m2159155754,Vintage fotocamera KIEV 17 gemaakt in de Sovjet-Unie,"Vintage fotocamera kiev 17 gemaakt in de sovjet-unie in werkende staat. Verzendkosten 9€ als u dit interessant vindt, bekijk ",https://images.marktplaats.com/api/v1/listing-mp-p/images/3e/3e9c9a14-5f2a-43bc-80f8-3702b958838f?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2159155754,52.462303725737,4.5962746472028,0.0,Ophalen of Verzenden,17 sep 24,Ophalen of Verzenden,Robertas Ijmuiden,False,
m2174752537,Carl Zeiss Jena Biometar 80 mm lens (plus PENTACON six TL),Let op: voor deze lens zijn adapter ringen verkrijgbaar voor oa. Sony en nikon. Wil je een mooie vintage lens op je digitale camer,https://images.marktplaats.com/api/v1/listing-mp-p/images/71/71fb71f9-ae10-4137-b3d6-4732e14d2734?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2174752537,52.069273118826,5.0960921445387,100.0,Ophalen of Verzenden,9 okt 24,Ophalen of Verzenden,Bram D,False,
m2170070297,Kiev 4 incl originele leren case,Mooi net weinig gebruikt toestel. Kom hem bekijken in onze winkel de oude liefde in dwingeloo evt verzendkosten koper,https://images.marktplaats.com/api/v1/listing-mp-p/images/53/53156884-b169-4ec5-b9bf-223523f32f41?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2170070297,52.831455047419,6.3585348352508,75.0,Ophalen of Verzenden,3 okt 24,Ophalen of Verzenden,Garage 20,False,
m2167510311,Agfa Isola I middenformaat 6x6 camera.,Agfa isola i middenformaat camera.,https://images.marktplaats.com/api/v1/listing-mp-p/images/4f/4f2bc5cd-8da7-4f6e-96f5-9d52d100507b?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2167510311,52.08144478843,4.2934719604091,15.0,Ophalen of Verzenden,29 sep 24,Ophalen of Verzenden,baroegmulder,False,
m2170067271,Kiev 6 x 6 cassette,Nette kiev 88 cassette 6 x 6 met schuifje,https://images.marktplaats.com/api/v1/listing-mp-p/images/77/77e938ae-55ed-4ae1-9a21-31ab06482dee?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2170067271,52.788162164,6.8936707855567,40.0,Ophalen of Verzenden,3 okt 24,Ophalen of Verzenden,Gerard,False,
m2160980563,Pentacon FBM Jena Zeiss Tessar T* 50 2.8,Pentacon fbm met een jena zeiss tessar t* 50mm2.8 Werkende sluiter en lichtmeter in zeer fraaie staat vintage camera bieden naar w,https://images.marktplaats.com/api/v1/listing-mp-p/images/98/98f99b94-2b8e-4f3c-b496-15c89593cae4?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2160980563,51.928959241742,4.5022043793845,0.0,Ophalen of Verzenden,20 sep 24,Ophalen of Verzenden,horo,False,
m2166398393,Kiev rus  Camera in zeer nette staat,"Mooie camera in zaar nette staat  lens ziet er goed uit  sluiter werkt prima lens 50mm 2,0",https://images.marktplaats.com/api/v1/listing-mp-p/images/ab/ab9dbc10-22ad-4498-950e-686a59bb628b?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2166398393,51.528134446961,4.4728010941438,95.0,Ophalen of Verzenden,28 sep 24,Ophalen of Verzenden,leo,False,
m2164970351,LOMO LUBITEL 2 VINTAGE camera. Sovjet periode.,Lomo lubitel 2 vintage camera met 2 lenzen. Keurige conditie. Met etui. Ze worden tegenwoordig weer gemaakt en verkocht voor 300 e,https://images.marktplaats.com/api/v1/listing-mp-p/images/ba/ba325014-845f-4b89-bbba-56e6f444e51e?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2164970351,52.507991933776,5.0501981065521,25.0,Ophalen of Verzenden,26 sep 24,Ophalen of Verzenden,johannes,False,
m2140100070,Zenit 12XP (KMZ) Soviet SRL  body 1983 met foedraal (M42),Mooie zenit 12xp m42 srl camera uit rusland van de kmz fabriek uit 1983 welke mechanisch goed lijkt te werken (spannen / ontspanne,https://images.marktplaats.com/api/v1/listing-mp-p/images/13/13945dc7-ae34-4ae6-a992-826ab4b86637?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2140100070,50.971321178746,5.976863775125,15.0,Ophalen of Verzenden,25 jul 24,Ophalen of Verzenden,wil,False,
m2137296102,Kiev 60 TTL analoge foto camera,"Kiev 60 ttl analoge foto camera uit de voormalige sovjet unie, deze legendarische kiev 60 ttl foto camera, die in de jaren 1990 al",https://images.marktplaats.com/api/v1/listing-mp-p/images/c4/c4ce63d5-411a-491f-9aae-df1ba972fb52?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2137296102,52.181318358399,4.5060692993615,325.0,Ophalen of Verzenden,16 jul 24,Ophalen of Verzenden,Pelikaanstraat,False,
m2171929619,Kiev 4 - Jupiter-8M 50mm f/2,Een deel van mijn geliefde verzameling mag naar een nieuwe liefhebber. Camera werkend maar niet met film getest. Geen garantie of ,https://images.marktplaats.com/api/v1/listing-mp-p/images/e4/e4b48a37-4794-40a8-bfbb-ee4fc95b5a7e?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2171929619,52.060430736783,4.329103419758,65.0,Ophalen of Verzenden,5 okt 24,Ophalen of Verzenden,Edgar,False,
m2147418028,Yashica Mat 124 G TLR 6x6 - Middenformaat analoge camera,Yashica mat 124 g tlr 6x6 - middenformaat camera - yashicamat - reflex met dubbele lens  geweldige kwaliteit tlr-camera gemaakt do,https://images.marktplaats.com/api/v1/listing-mp-p/images/67/67e00ae1-f72a-4a75-8e40-f5ed20b12679?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2147418028,52.348358329065,5.2159750134853,350.0,Ophalen of Verzenden,16 aug 24,Ophalen of Verzenden,maaike_melchers,False,
m2145746459,1st Kiev 4 + Jupiter 8M f2/50 - Rangefinder Contax II/Kiev,"Te koop 1 stuks camera,s kiev 4 + jupiter 8m f2/50 - rangefinder contax ii/kiev 4 mount analoge camera . Zeldzame zeer goede staat",https://images.marktplaats.com/api/v1/listing-mp-p/images/24/24871b24-f1bc-4e2d-9116-094c15cf4f7a?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2145746459,51.818203411839,4.7741111365255,0.0,Ophalen of Verzenden,11 aug 24,Ophalen of Verzenden,VELO 51,False,
m2146767150,Kiev 4 Sovjet camera,Zo goed als nieuwe kiev 4 analoge camera met werkende lichtmeter. Incl handleiding en camera tasje. Camera is te zien in de film a,https://images.marktplaats.com/api/v1/listing-mp-p/images/e2/e2d2a811-de1d-4d16-ada8-c765a8a4dcd6?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2146767150,53.112765746593,6.2062357513807,100.0,Ophalen of Verzenden,14 aug 24,Ophalen of Verzenden,SG,False,
m2181609417,Ricoh KR-10,Ricoh kr-10 de camera werkt goed 20€ verzending k.k.,https://images.marktplaats.com/api/v1/listing-mp-p/images/73/73c10b0d-0bf8-410f-b398-9f4defea39fd?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2181609417,51.228755135315,3.7938719449666,20.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,Wim,False,
m2181585983,Minolta SR T 100,Minolta sr t 100 de camera is goed werkend. Bod v.a. 30€ verzending k.k.,https://images.marktplaats.com/api/v1/listing-mp-p/images/f1/f1e77bcd-a7e9-4cd6-a0bc-186f2c9f3fab?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2181585983,51.228755135315,3.7938719449666,30.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,Wim,False,
m2181316605,TE koop aangeboden mooi camera. doe gepast bod.,Te koop aangeboden mooi camera. Doe gepast bod.,https://images.marktplaats.com/api/v1/listing-mp-p/images/3b/3bb59294-0e11-4467-a621-e36fac90e3b3?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2181316605,51.961170749133,5.9198716934601,25.0,Ophalen,Vandaag,Ophalen,A.K.,False,
m2181650903,TE koop aangeboden mooi camera. doe gepast bod.,Te koop aangeboden mooi camera. Doe gepast bod.,https://images.marktplaats.com/api/v1/listing-mp-p/images/7e/7eb13db0-989b-489d-a9b9-61a19f89aaf2?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2181650903,51.961170749133,5.9198716934601,25.0,Ophalen,Vandaag,Ophalen,A.K.,False,
m2181500247,Pentax SFXn 35mm film spiegelreflex + date back + grip,Zo lang de advertentie hier staat is het product te koop pentax sfxn body 35mm film spiegelreflex fotocamera met pentax data back ,https://images.marktplaats.com/api/v1/listing-mp-p/images/a3/a3b8c47f-dc7a-4d34-8964-4dadfca23a8a?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2181500247,51.694776886936,3.7425852477311,40.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,woke LGBTQIA+ propagandist,False,
m2179957955,Norita 66,I am helping a friend handle the inheritance from his grandparents. These cameras haven't been used for years. The camera',https://images.marktplaats.com/api/v1/listing-mp-p/images/d4/d4d2f184-0076-4ead-8d20-294c72c13d6e?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2179957955,52.081347070625,5.1774456097188,0.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,Tom,False,
m2176982505,agfa isoly I camera met hoes en instructies,Agfa kamera isoly achromat met bruine leren tas.,https://images.marktplaats.com/api/v1/listing-mp-p/images/32/3268c7c7-e93e-4fbb-81ff-ec21b82fb34c?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2176982505,52.434468419334,4.9517630808175,0.0,Ophalen of Verzenden,12 okt 24,Ophalen of Verzenden,Waterland,False,
m2179037745,OLYMPUS I ZOOM60 Analoge foto camera,"Olympus i zoom60 analoge foto camera serie nummer : 5023622 ik heb geen schikte batterij om hem te testen ,dus geen garantie en we",https://images.marktplaats.com/api/v1/listing-mp-p/images/51/515bc14c-a9cb-4cd6-ba4d-f7ad8884543c?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2179037745,52.232572060341,5.9970262755935,20.0,Ophalen of Verzenden,15 okt 24,Ophalen of Verzenden,Kwaliteit & lage prijs,False,
m2181568339,Nikon AF3 analog camera,Nice nikon af3 analog compact camera i used it some time ago but i don’t have the proper battery anymore (it uses a battery that c,https://images.marktplaats.com/api/v1/listing-mp-p/images/21/21539107-93b7-452d-bf63-7f765405835b?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2181568339,52.342874456643,4.9059274511438,0.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,CT,False,
m2181566313,Konica POP AF-200 ; i.z.g.s. 100% werkend,De camera verkeert in een uitstekende staat en werkt 100% ; getest met dummy fotorolletje en 2 aa batterijen (niet meegeleverd). A,https://images.marktplaats.com/api/v1/listing-mp-p/images/1d/1ddeb876-a9b2-4bb0-abd2-eae96c44732e?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2181566313,52.159408365691,6.4256137407848,0.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,Eric,False,
m2163971045,Point and shoot lot,"Point and shoot lot check out my other ads, i'm moving out and i want to sell everything. Make a bid",https://images.marktplaats.com/api/v1/listing-mp-p/images/1f/1fe53359-47cb-4999-96b8-2672508a2ed2?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2163971045,51.913059430737,4.3923145264099,0.0,Ophalen of Verzenden,25 sep 24,Ophalen of Verzenden,Denis,False,
m2172051169,Rolleicord I model 2 K3 (511),"Camera uit de periode 1934-1936, vermoedelijk met 1935 als bouwjaar. Serienummer binnenin 060430. In gebruikte staat, zie foto'",https://images.marktplaats.com/api/v1/listing-mp-p/images/97/976b7c26-56c0-40a2-89ec-c7ea159fb134?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2172051169,53.222068501789,6.5726049885789,0.0,Ophalen of Verzenden,5 okt 24,Ophalen of Verzenden,rvdw,False,
m2172267517,verzamelaar retro fototoestel,Nog helemaal in goede onbeschadigde staat 70tiger jaren fototoestel een 2 way panorama opnamens te maken idee'tje voor bv verz,https://images.marktplaats.com/api/v1/listing-mp-p/images/2c/2c4c36ee-5714-4ad6-b0d9-6cef769f9fd8?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2172267517,51.854320796761,4.3196612970196,0.0,Ophalen,6 okt 24,Ophalen,m & i,False,
m2173640291,Agfa click I vintage medium format analog camera,Vintage medium format camera agfa click i for 120 film. Made in germany. Camera is in good working condition. The case is a bit br,https://images.marktplaats.com/api/v1/listing-mp-p/images/46/4608079c-1b19-4a39-ab9b-9ef02267e3a4?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2173640291,51.43848081236,5.474243383633,13.0,Ophalen of Verzenden,8 okt 24,Ophalen of Verzenden,Ilias,False,
m2180619223,Afga CLICK I originele MET FLITS met hoezen,Afga click i originele met flits met hoezen,https://images.marktplaats.com/api/v1/listing-mp-p/images/04/04cbc100-5278-4ea1-8fd4-572bdb13f09b?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2180619223,52.161575424234,4.5128801954285,25.0,Ophalen of Verzenden,Gisteren,Ophalen of Verzenden,Barbara,False,
m2174277273,Agfa ISOLA I vintage medium format analog camera,Vintage medium format camera agfa isola for 120 film. Comes in original case. Camera is in good working condition,https://images.marktplaats.com/api/v1/listing-mp-p/images/df/df81c177-71a0-408f-82c9-934b2add764f?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2174277273,51.43848081236,5.474243383633,28.0,Ophalen of Verzenden,8 okt 24,Ophalen of Verzenden,Ilias,False,
m2178155817,Polaroid camera,Polaroid now autofocus i-type instant camera,https://images.marktplaats.com/api/v1/listing-mp-p/images/e1/e1a5fab3-f7b5-4efe-86f0-d21303c00d26?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2178155817,52.140827843181,5.1015174062909,50.0,Ophalen of Verzenden,14 okt 24,Ophalen of Verzenden,Kirsten,False,
m2177331649,Wirgin Edinex camera,Wirgin edinex 35mm zoekercamera met edinar 1:2.8/50 Wirgin-wiesbaden lens in compur-rapid sluiter uit de jaren 50 het edinex-model,https://images.marktplaats.com/api/v1/listing-mp-p/images/77/7799efb2-96e9-428e-855f-729e3bb8933e?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2177331649,52.37891028928,4.885254375353,75.0,Ophalen of Verzenden,13 okt 24,Ophalen of Verzenden,Zolderopruimen:),False,
m2176422845,Partij camera’s en flitsers,Partij met 3 camera’s en 7 flitsers. Zie foto’s. Camera’s: - agfa clack - agfa isola i - kodak brownie flitsers: - agfatronic 2a -,https://images.marktplaats.com/api/v1/listing-mp-p/images/36/365711c1-d3bc-408e-ba02-814be645fd7f?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2176422845,52.012495517287,5.4349505207268,40.0,Ophalen of Verzenden,12 okt 24,Ophalen of Verzenden,Chris,False,
m2164664431,Klassiek fototoestel Agfa,"Type isola i klassieker, met/in nog prachtige tas. Ook mooi als design item, thuis in de vitrine o.i.d.",https://images.marktplaats.com/api/v1/listing-mp-p/images/a0/a0a0e3d4-32b8-4d35-aae5-db4a2732af25?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2164664431,52.345693882164,4.7791668732217,0.0,Ophalen,26 sep 24,Ophalen,McMiller,False,
m2176087043,Agfa iso-rapid I,Agfa iso-rapid i,https://images.marktplaats.com/api/v1/listing-mp-p/images/1f/1ff56417-b52c-41b8-87ea-9198086fe99b?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2176087043,52.350271843299,6.5942973781679,17.95,Ophalen of Verzenden,11 okt 24,Ophalen of Verzenden,Lummen,False,
m2154336067,Franka Solida I analoge camera,"Franka solida i in goede, werkende staat. Deze camera is gemaakt in de amerikaanse bezettingszone in duitsland na de tweede wereld",https://images.marktplaats.com/api/v1/listing-mp-p/images/a8/a81ab503-36c4-4fe6-94fc-d37a03b63799?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2154336067,51.98681104564,5.9091926266023,0.0,Ophalen,4 sep 24,Ophalen,Knipping,False,
m2180221845,"PolaroidNOW, i-type film",Ik heb ook nog 8 kleur foto vulling en 8 zwart wit foto vulling,https://images.marktplaats.com/api/v1/listing-mp-p/images/d9/d953906a-fb80-441f-859e-e2f1e1699c4e?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2180221845,52.086013394143,5.1347304739293,60.0,Ophalen of Verzenden,Eergisteren,Ophalen of Verzenden,Julia,False,
m2181369859,Fotocamara NIKON Nuvis 160i,"Voor de liefhebber aangeboden een z.g.a.n. Nikon camera , type nuvis 160 i. Camera is nauwelijks in gebruik geweest en wordt aange",https://images.marktplaats.com/api/v1/listing-mp-p/images/d5/d5422ec5-9667-48d7-92d3-061dbedbb43d?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2181369859,52.712840984638,5.7274092504025,40.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,Ger Roowaan,False,
m2181545797,Mamiya RZ67 Pro II + Sekor 180mm 4.5 lens,I am selling my trusty mamiya rz67 pro ii because i unfortunately don’t use it anymore. Everything is in good working condition an,https://images.marktplaats.com/api/v1/listing-mp-p/images/ce/ce5e6140-a8f0-4fb0-856c-59f1765e89b9?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2181545797,52.079424161974,4.3426891500283,800.0,Ophalen,Vandaag,Ophalen,Alexander Namrok,False,
m2174324453,Agfa ISOLA I vintage medium format analog camera,"Vintage medium format camera agfa isola for 120 film, in working condition",https://images.marktplaats.com/api/v1/listing-mp-p/images/15/1571aa38-6b70-4078-8a8a-467897edf141?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2174324453,51.43848081236,5.474243383633,28.0,Ophalen of Verzenden,8 okt 24,Ophalen of Verzenden,Ilias,False,
m2174319291,Agfa ISOLA I vintage medium format analog camera,"Vintage medium format camera agfa isola for 120 film, camera is in good condition, but the shutter does not appear to be firing. S",https://images.marktplaats.com/api/v1/listing-mp-p/images/1a/1a6efdb6-a48d-467f-8910-5ede1c1fbcb5?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2174319291,51.43848081236,5.474243383633,15.0,Ophalen of Verzenden,8 okt 24,Ophalen of Verzenden,Ilias,False,
m2152770918,Panasonic Lumix Camera. I have 2,Panasonic lumix camera. I have 2,https://images.marktplaats.com/api/v1/listing-mp-p/images/93/9361c6de-4926-493f-93d7-7953b244afb4?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2152770918,51.580467254699,5.091362176012,0.0,Ophalen,31 aug 24,Ophalen,Ismael FH,False,
m2165705807,KodakBrownie (model I) 1957-1959) met originele hoes,Kodakbrownie (1957-1959) met originele hoes,https://images.marktplaats.com/api/v1/listing-mp-p/images/3f/3f911f86-0a8e-44b1-9b42-b661ac757860?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2165705807,52.508817825159,4.6650226203676,25.0,Ophalen,27 sep 24,Ophalen,Cora,False,
m2174773649,Agfa Isola I,"Leuke camera. Met originele, leren etui. Maak je verzameling compleet met dit leuke toestel.",https://images.marktplaats.com/api/v1/listing-mp-p/images/a4/a47760af-d36b-48d4-ac84-72e92ce7e959?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2174773649,52.012495517287,5.4349505207268,12.5,Ophalen of Verzenden,9 okt 24,Ophalen of Verzenden,Chris,False,
m2179223575,Minolta AF-E II,Seems to work well. I checked the following: - the shutter speed changes accordingly to the light condition - flash works - film a,https://images.marktplaats.com/api/v1/listing-mp-p/images/95/9549e3f5-0896-45e5-a2ef-fadc2b0b95d2?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2179223575,52.097630645513,5.1049747834636,15.0,Ophalen of Verzenden,15 okt 24,Ophalen of Verzenden,Yuta,False,
m2178248163,Agfa Iso Rapid I camera met tasje en externe flitser,Camera is meer dan 50 jaar oud en al jaren niet meer gebruikt. Voor de liefhebber.,https://images.marktplaats.com/api/v1/listing-mp-p/images/be/bec1b940-828b-42f0-8750-2cc559e24cc6?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2178248163,51.843376173629,4.9740872767136,0.0,Ophalen of Verzenden,14 okt 24,Ophalen of Verzenden,D. Hage,False,
m2176179989,"8x afga - isola, clack, isoly I, IIa, III, Sensor, Iso Rapid",Zie overige advertenties voor specifieke foto's. Kan als set worden gekocht.,https://images.marktplaats.com/api/v1/listing-mp-p/images/8b/8b3ab9bc-51d1-4384-b366-ac0a4dd00392?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2176179989,52.350271843299,6.5942973781679,0.0,Ophalen of Verzenden,11 okt 24,Ophalen of Verzenden,Lummen,False,
m2152873029,Camera Polaroid NOW +,All completed ✔️ it is new. I am selling this because i use only a few times.,https://images.marktplaats.com/api/v1/listing-mp-p/images/03/03fc8f0e-a6e2-4ed6-b779-f7bbcb29233e?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2152873029,51.907690742485,4.3535005041747,115.0,Ophalen,31 aug 24,Ophalen,Estefania. S,False,
m2132809147,Te koop Nikon-camera,"Te koop nikon-analoog camera +af nikkor 70-300+af nikkor 28-80 i draagtas ,dit alles in goede en nette staat alles werkt perfect.",https://images.marktplaats.com/api/v1/listing-mp-p/images/10/10148729-05cf-4814-a8a0-b35f72f2cb1e?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2132809147,53.184857701739,5.5461915089605,0.0,Ophalen,3 jul 24,Ophalen,kor,False,
